t,E_tot,E_x,E_y,E_weak,proj_bx,P_tau,W_tau,C_vx_bx,C_bx_wx,C_vy_by,C_by_wy,D_bx,D_by,Tau_vx,Tau_vy,Tau_bx,Tau_by
1.15300000e+00,2.74861606e-05,2.74861606e-05,1.29733924e-14,-1.52421186e-05,3.07729135e-06,-2.52153720e-06,-1.12886746e-07,-1.12829644e-05,-2.89570240e-04,-3.75766233e-14,-2.68553594e-13,-4.06811192e-05,-2.15225886e-14,-2.52153719e-06,-9.22961057e-15,0.00000000e+00,0.00000000e+00
1.15400000e+00,2.81133716e-05,2.81133716e-05,1.35786062e-14,-1.55914571e-05,3.11198175e-06,-2.57913337e-06,-1.15465880e-07,-1.15407956e-05,-2.96186968e-04,-3.93287621e-14,-2.81072447e-13,-4.16106727e-05,-2.25256771e-14,-2.57913336e-06,-9.65880628e-15,0.00000000e+00,0.00000000e+00
1.15500000e+00,2.87549145e-05,2.87549145e-05,1.42120242e-14,-1.59487779e-05,3.14706598e-06,-2.63806465e-06,-1.18103944e-07,-1.18045178e-05,-3.02954869e-04,-4.11625199e-14,-2.94174317e-13,-4.25614637e-05,-2.35754719e-14,-2.63806464e-06,-1.01079464e-14,0.00000000e+00,0.00000000e+00
1.15600000e+00,2.94111167e-05,2.94111167e-05,1.48749597e-14,-1.63142636e-05,3.18254849e-06,-2.69832260e-06,-1.20802267e-07,-1.20742654e-05,-3.09877399e-04,-4.30816952e-14,-3.07886333e-13,-4.35339775e-05,-2.46741461e-14,-2.69832259e-06,-1.05779571e-14,0.00000000e+00,0.00000000e+00
1.15700000e+00,3.00823132e-05,3.00823132e-05,1.55687869e-14,-1.66881005e-05,3.21843381e-06,-2.75997691e-06,-1.23562244e-07,-1.23501762e-05,-3.16958088e-04,-4.50902634e-14,-3.22236884e-13,-4.45287103e-05,-2.58239737e-14,-2.75997690e-06,-1.10698076e-14,0.00000000e+00,0.00000000e+00
1.15800000e+00,3.07688465e-05,3.07688465e-05,1.62949440e-14,-1.70704796e-05,3.25472653e-06,-2.82301965e-06,-1.26385263e-07,-1.26323909e-05,-3.24200550e-04,-4.71923846e-14,-3.37255681e-13,-4.55461697e-05,-2.70273342e-14,-2.82301964e-06,-1.15845121e-14,0.00000000e+00,0.00000000e+00
1.15900000e+00,3.14710670e-05,3.14710670e-05,1.70549360e-14,-1.74615960e-05,3.29143127e-06,-2.88752282e-06,-1.29272786e-07,-1.29210536e-05,-3.31608482e-04,-4.93924124e-14,-3.52973815e-13,-4.65868749e-05,-2.82867180e-14,-2.88752281e-06,-1.21231319e-14,0.00000000e+00,0.00000000e+00
1.16000000e+00,3.21893331e-05,3.21893331e-05,1.78503382e-14,-1.78616494e-05,3.32855270e-06,-2.95347905e-06,-1.32226265e-07,-1.32163117e-05,-3.39185662e-04,-5.16949029e-14,-3.69423821e-13,-4.76513569e-05,-2.96047311e-14,-2.95347904e-06,-1.26867775e-14,0.00000000e+00,0.00000000e+00
1.16100000e+00,3.29240115e-05,3.29240115e-05,1.86827987e-14,-1.82708438e-05,3.36609556e-06,-3.02096272e-06,-1.35247228e-07,-1.35183156e-05,-3.46935959e-04,-5.41046241e-14,-3.86639750e-13,-4.87401590e-05,-3.09841008e-14,-3.02096270e-06,-1.32766109e-14,0.00000000e+00,0.00000000e+00
1.16200000e+00,3.36754770e-05,3.36754770e-05,1.95540427e-14,-1.86893882e-05,3.40406464e-06,-3.08996706e-06,-1.38337195e-07,-1.38272197e-05,-3.54863326e-04,-5.66265654e-14,-4.04657233e-13,-4.98538367e-05,-3.24276809e-14,-3.08996704e-06,-1.38938481e-14,0.00000000e+00,0.00000000e+00
1.16300000e+00,3.44441133e-05,3.44441133e-05,2.04658754e-14,-1.91174961e-05,3.44246477e-06,-3.16056895e-06,-1.41497764e-07,-1.41431814e-05,-3.62971809e-04,-5.92659486e-14,-4.23513558e-13,-5.09929584e-05,-3.39384582e-14,-3.16056893e-06,-1.45397615e-14,0.00000000e+00,0.00000000e+00
1.16400000e+00,3.52303126e-05,3.52303126e-05,2.14201861e-14,-1.95553862e-05,3.48130086e-06,-3.23276226e-06,-1.44730526e-07,-1.44663621e-05,-3.71265545e-04,-6.20282380e-14,-4.43247747e-13,-5.21581052e-05,-3.55195579e-14,-3.23276224e-06,-1.52156826e-14,0.00000000e+00,0.00000000e+00
1.16500000e+00,3.60344762e-05,3.60344762e-05,2.24189517e-14,-2.00032817e-05,3.52057785e-06,-3.30662645e-06,-1.48037153e-07,-1.47969267e-05,-3.79748767e-04,-6.49191519e-14,-4.63900637e-13,-5.33498718e-05,-3.71742508e-14,-3.30662644e-06,-1.59230046e-14,0.00000000e+00,0.00000000e+00
1.16600000e+00,3.68570146e-05,3.68570145e-05,2.34642414e-14,-2.04614114e-05,3.56030075e-06,-3.38215611e-06,-1.51419309e-07,-1.51350439e-05,-3.88425804e-04,-6.79446748e-14,-4.85514960e-13,-5.45688663e-05,-3.89059595e-14,-3.38215609e-06,-1.66631855e-14,0.00000000e+00,0.00000000e+00
1.16700000e+00,3.76983474e-05,3.76983474e-05,2.45582204e-14,-2.09300091e-05,3.60047463e-06,-3.45943335e-06,-1.54878742e-07,-1.54808861e-05,-3.97301083e-04,-7.11110690e-14,-5.08135437e-13,-5.58157107e-05,-4.07182659e-14,-3.45943333e-06,-1.74377507e-14,0.00000000e+00,0.00000000e+00
1.16800000e+00,3.85589042e-05,3.85589041e-05,2.57031546e-14,-2.14093139e-05,3.64110460e-06,-3.53845352e-06,-1.58417196e-07,-1.58346300e-05,-4.06379133e-04,-7.44248883e-14,-5.31808866e-13,-5.70910413e-05,-4.26149182e-14,-3.53845350e-06,-1.82482967e-14,0.00000000e+00,0.00000000e+00
1.16900000e+00,3.94391241e-05,3.94391240e-05,2.69014153e-14,-2.18995705e-05,3.68219586e-06,-3.61930152e-06,-1.62036497e-07,-1.61964559e-05,-4.15664586e-04,-7.78929908e-14,-5.56584223e-13,-5.83955088e-05,-4.45998387e-14,-3.61930150e-06,-1.90964938e-14,0.00000000e+00,0.00000000e+00
1.17000000e+00,4.03394563e-05,4.03394563e-05,2.81554842e-14,-2.24010290e-05,3.72375363e-06,-3.70197350e-06,-1.65738471e-07,-1.65665486e-05,-4.25162181e-04,-8.15225538e-14,-5.82512755e-13,-5.97297788e-05,-4.66771321e-14,-3.70197348e-06,-1.99840900e-14,0.00000000e+00,0.00000000e+00
1.17100000e+00,4.12603604e-05,4.12603604e-05,2.94679582e-14,-2.29139454e-05,3.76578321e-06,-3.78655725e-06,-1.69525028e-07,-1.69450969e-05,-4.34876764e-04,-8.53210879e-14,-6.09648097e-13,-6.10945322e-05,-4.88510939e-14,-3.78655723e-06,-2.09129143e-14,0.00000000e+00,0.00000000e+00
1.17200000e+00,4.22023064e-05,4.22023063e-05,3.08415551e-14,-2.34385814e-05,3.80828997e-06,-3.87304981e-06,-1.73398078e-07,-1.73322940e-05,-4.44813292e-04,-8.92964530e-14,-6.38046371e-13,-6.24904654e-05,-5.11262190e-14,-3.87304978e-06,-2.18848806e-14,0.00000000e+00,0.00000000e+00
1.17300000e+00,4.31657749e-05,4.31657749e-05,3.22791189e-14,-2.39752049e-05,3.85127933e-06,-3.96154194e-06,-1.77359620e-07,-1.77283374e-05,-4.54976836e-04,-9.34568743e-14,-6.67766312e-13,-6.39182908e-05,-5.35072114e-14,-3.96154191e-06,-2.29019915e-14,0.00000000e+00,0.00000000e+00
1.17400000e+00,4.41512578e-05,4.41512577e-05,3.37836260e-14,-2.45240896e-05,3.89475676e-06,-4.05203161e-06,-1.81411651e-07,-1.81334293e-05,-4.65372581e-04,-9.78109592e-14,-6.98869380e-13,-6.53787367e-05,-5.59989936e-14,-4.05203158e-06,-2.39663428e-14,0.00000000e+00,0.00000000e+00
1.17500000e+00,4.51592579e-05,4.51592579e-05,3.53581910e-14,-2.50855158e-05,3.93872780e-06,-4.14461271e-06,-1.85556264e-07,-1.85477764e-05,-4.76005833e-04,-1.02367715e-13,-7.31419895e-13,-6.68725486e-05,-5.86067167e-14,-4.14461268e-06,-2.50801272e-14,0.00000000e+00,0.00000000e+00
1.17600000e+00,4.61902897e-05,4.61902897e-05,3.70060736e-14,-2.56597699e-05,3.98319807e-06,-4.23928421e-06,-1.89795548e-07,-1.89715901e-05,-4.86882016e-04,-1.07136569e-13,-7.65485163e-13,-6.84004886e-05,-6.13357712e-14,-4.23928419e-06,-2.62456393e-14,0.00000000e+00,0.00000000e+00
1.17700000e+00,4.72448794e-05,4.72448794e-05,3.87306847e-14,-2.62471450e-05,4.02817324e-06,-4.33614323e-06,-1.94131691e-07,-1.94050867e-05,-4.98006682e-04,-1.12127384e-13,-8.01135620e-13,-6.99633364e-05,-6.41917982e-14,-4.33614320e-06,-2.74652802e-14,0.00000000e+00,0.00000000e+00
1.17800000e+00,4.83235653e-05,4.83235652e-05,4.05355940e-14,-2.68479409e-05,4.07365903e-06,-4.43518980e-06,-1.98566881e-07,-1.98484874e-05,-5.09385506e-04,-1.17350484e-13,-8.38444974e-13,-7.15618894e-05,-6.71807006e-14,-4.43518978e-06,-2.87415622e-14,0.00000000e+00,0.00000000e+00
1.17900000e+00,4.94268977e-05,4.94268977e-05,4.24245371e-14,-2.74624642e-05,4.11966125e-06,-4.53652441e-06,-2.03103406e-07,-2.03020184e-05,-5.21024295e-04,-1.22816671e-13,-8.77490356e-13,-7.31969634e-05,-7.03086559e-14,-4.53652438e-06,-3.00771145e-14,0.00000000e+00,0.00000000e+00
1.18000000e+00,5.05554399e-05,5.05554398e-05,4.44014233e-14,-2.80910285e-05,4.16618577e-06,-4.64014824e-06,-2.07743554e-07,-2.07659112e-05,-5.32928988e-04,-1.28537249e-13,-9.18352484e-13,-7.48693927e-05,-7.35821283e-14,-4.64014820e-06,-3.14746878e-14,0.00000000e+00,0.00000000e+00
1.18100000e+00,5.17097676e-05,5.17097676e-05,4.64703434e-14,-2.87339546e-05,4.21323851e-06,-4.74616523e-06,-2.12489719e-07,-2.12404025e-05,-5.45105659e-04,-1.34524049e-13,-9.61115825e-13,-7.65800306e-05,-7.70078823e-14,-4.74616519e-06,-3.29371608e-14,0.00000000e+00,0.00000000e+00
1.18200000e+00,5.28904702e-05,5.28904702e-05,4.86355787e-14,-2.93915706e-05,4.26082548e-06,-4.85457783e-06,-2.17344297e-07,-2.17257344e-05,-5.57560521e-04,-1.40789450e-13,-1.00586877e-12,-7.83297499e-05,-8.05929970e-14,-4.85457779e-06,-3.44675455e-14,0.00000000e+00,0.00000000e+00
1.18300000e+00,5.40981501e-05,5.40981500e-05,5.09016092e-14,-3.00642121e-05,4.30895273e-06,-4.96549357e-06,-2.22309790e-07,-2.22221546e-05,-5.70299930e-04,-1.47346406e-13,-1.05270382e-12,-8.01194436e-05,-8.43448800e-14,-4.96549354e-06,-3.60689939e-14,0.00000000e+00,0.00000000e+00
1.18400000e+00,5.53334236e-05,5.53334236e-05,5.32731233e-14,-3.07522224e-05,4.35762642e-06,-5.07891623e-06,-2.27388707e-07,-2.27299164e-05,-5.83330386e-04,-1.54208475e-13,-1.10171776e-12,-8.19500249e-05,-8.82712831e-14,-5.07891619e-06,-3.77448038e-14,0.00000000e+00,0.00000000e+00
1.18500000e+00,5.65969212e-05,5.65969212e-05,5.57550274e-14,-3.14559527e-05,4.40685274e-06,-5.19495710e-06,-2.32583664e-07,-2.32492789e-05,-5.96658538e-04,-1.61389844e-13,-1.15301189e-12,-8.38224277e-05,-9.23803183e-14,-5.19495706e-06,-3.94984264e-14,0.00000000e+00,0.00000000e+00
1.18600000e+00,5.78892877e-05,5.78892877e-05,5.83524556e-14,-3.21757620e-05,4.45663797e-06,-5.31362133e-06,-2.37897285e-07,-2.37805072e-05,-6.10291187e-04,-1.68905357e-13,-1.20669221e-12,-8.57376075e-05,-9.66804743e-14,-5.31362129e-06,-4.13334727e-14,0.00000000e+00,0.00000000e+00
1.18700000e+00,5.92111826e-05,5.92111826e-05,6.10707810e-14,-3.29120177e-05,4.50698846e-06,-5.43502413e-06,-2.43332309e-07,-2.43238722e-05,-6.24235289e-04,-1.76770552e-13,-1.26286965e-12,-8.76965415e-05,-1.01180634e-13,-5.43502409e-06,-4.32537214e-14,0.00000000e+00,0.00000000e+00
1.18800000e+00,6.05632806e-05,6.05632805e-05,6.39156261e-14,-3.36650955e-05,4.55791063e-06,-5.55917216e-06,-2.48891481e-07,-2.48796513e-05,-6.38497959e-04,-1.85001685e-13,-1.32166026e-12,-8.97002293e-05,-1.05890093e-13,-5.55917211e-06,-4.52631262e-14,0.00000000e+00,0.00000000e+00
1.18900000e+00,6.19462716e-05,6.19462715e-05,6.68928751e-14,-3.44353798e-05,4.60941097e-06,-5.68618465e-06,-2.54577666e-07,-2.54481280e-05,-6.53086475e-04,-1.93615769e-13,-1.38318553e-12,-9.17496933e-05,-1.10818579e-13,-5.68618461e-06,-4.73658244e-14,0.00000000e+00,0.00000000e+00
1.19000000e+00,6.33608614e-05,6.33608613e-05,7.00086853e-14,-3.52232637e-05,4.66149604e-06,-5.81606988e-06,-2.60393736e-07,-2.60295925e-05,-6.68008281e-04,-2.02630608e-13,-1.44757257e-12,-9.38459793e-05,-1.15976271e-13,-5.81606984e-06,-4.95661453e-14,0.00000000e+00,0.00000000e+00
1.19100000e+00,6.48077720e-05,6.48077719e-05,7.32695002e-14,-3.60291492e-05,4.71417250e-06,-5.94895129e-06,-2.66342687e-07,-2.66243414e-05,-6.83270990e-04,-2.12064833e-13,-1.51495437e-12,-9.59901567e-05,-1.21373821e-13,-5.94895124e-06,-5.18686186e-14,0.00000000e+00,0.00000000e+00
1.19200000e+00,6.62877417e-05,6.62877416e-05,7.66820628e-14,-3.68534475e-05,4.76744705e-06,-6.08483884e-06,-2.72427526e-07,-2.72326782e-05,-6.98882391e-04,-2.21937938e-13,-1.58547015e-12,-9.81833198e-05,-1.27022375e-13,-6.08483878e-06,-5.42779845e-14,0.00000000e+00,0.00000000e+00
1.19300000e+00,6.78015259e-05,6.78015258e-05,8.02534296e-14,-3.76965795e-05,4.82132650e-06,-6.22386034e-06,-2.78651386e-07,-2.78549134e-05,-7.14850449e-04,-2.32270325e-13,-1.65926555e-12,-1.00426588e-04,-1.32933598e-13,-6.22386029e-06,-5.67992029e-14,0.00000000e+00,0.00000000e+00
1.19400000e+00,6.93498970e-05,6.93498969e-05,8.39909847e-14,-3.85589753e-05,4.87581770e-06,-6.36602758e-06,-2.85017414e-07,-2.84913645e-05,-7.31183312e-04,-2.43083345e-13,-1.73649300e-12,-1.02721105e-04,-1.39119696e-13,-6.36602752e-06,-5.94374637e-14,0.00000000e+00,0.00000000e+00
1.19500000e+00,7.09336452e-05,7.09336451e-05,8.79024555e-14,-3.94410750e-05,4.93092760e-06,-6.51147290e-06,-2.91528887e-07,-2.91423561e-05,-7.47889313e-04,-2.54399337e-13,-1.81731200e-12,-1.05068042e-04,-1.45593442e-13,-6.51147284e-06,-6.21981974e-14,0.00000000e+00,0.00000000e+00
1.19600000e+00,7.25535787e-05,7.25535786e-05,9.19959283e-14,-4.03433288e-05,4.98666324e-06,-6.66021001e-06,-2.98189097e-07,-2.98082206e-05,-7.64976977e-04,-2.66241681e-13,-1.90188946e-12,-1.07468597e-04,-1.52368201e-13,-6.66020995e-06,-6.50870866e-14,0.00000000e+00,0.00000000e+00
1.19700000e+00,7.42105242e-05,7.42105241e-05,9.62798654e-14,-4.12661971e-05,5.04303172e-06,-6.81237598e-06,-3.05001473e-07,-3.04892976e-05,-7.82455024e-04,-2.78634842e-13,-1.99040005e-12,-1.09923994e-04,-1.59457962e-13,-6.81237591e-06,-6.81100773e-14,0.00000000e+00,0.00000000e+00
1.19800000e+00,7.59053273e-05,7.59053272e-05,1.00763122e-13,-4.22101509e-05,5.10004023e-06,-6.96798656e-06,-3.11969459e-07,-3.11859347e-05,-8.00332370e-04,-2.91604421e-13,-2.08302653e-12,-1.12435486e-04,-1.66877359e-13,-6.96798649e-06,-7.12733912e-14,0.00000000e+00,0.00000000e+00
1.19900000e+00,7.76388530e-05,7.76388528e-05,1.05454965e-13,-4.31756719e-05,5.15769603e-06,-7.12718372e-06,-3.19096643e-07,-3.18984873e-05,-8.18618138e-04,-3.05177209e-13,-2.17996017e-12,-1.15004356e-04,-1.74641709e-13,-7.12718365e-06,-7.45835386e-14,0.00000000e+00,0.00000000e+00
1.20000000e+00,7.94119857e-05,7.94119856e-05,1.10365092e-13,-4.41632528e-05,5.21600648e-06,-7.28998539e-06,-3.26386629e-07,-3.26273191e-05,-8.37321659e-04,-3.19381239e-13,-2.28140112e-12,-1.17631913e-04,-1.82767038e-13,-7.28998532e-06,-7.80473317e-14,0.00000000e+00,0.00000000e+00
1.20100000e+00,8.12256304e-05,8.12256303e-05,1.15503649e-13,-4.51733976e-05,5.27497902e-06,-7.45653865e-06,-3.33843167e-07,-3.33728020e-05,-8.56452475e-04,-3.34245850e-13,-2.38755880e-12,-1.20319498e-04,-1.91270119e-13,-7.45653857e-06,-8.16718986e-14,0.00000000e+00,0.00000000e+00
1.20200000e+00,8.30807126e-05,8.30807125e-05,1.20881258e-13,-4.62066217e-05,5.33462116e-06,-7.62686371e-06,-3.41470031e-07,-3.41353163e-05,-8.76020347e-04,-3.49801740e-13,-2.49865240e-12,-1.23068483e-04,-2.00168500e-13,-7.62686363e-06,-8.54646979e-14,0.00000000e+00,0.00000000e+00
1.20300000e+00,8.49781790e-05,8.49781788e-05,1.26509030e-13,-4.72634525e-05,5.39494050e-06,-7.80111296e-06,-3.49271144e-07,-3.49152511e-05,-8.96035261e-04,-3.66081034e-13,-2.61491124e-12,-1.25880270e-04,-2.09480548e-13,-7.80111287e-06,-8.94335341e-14,0.00000000e+00,0.00000000e+00
1.20400000e+00,8.69189978e-05,8.69189977e-05,1.32398593e-13,-4.83444292e-05,5.45594475e-06,-7.97930908e-06,-3.57250453e-07,-3.57130043e-05,-9.16507429e-04,-3.83117350e-13,-2.73657533e-12,-1.28756294e-04,-2.19225478e-13,-7.97930898e-06,-9.35865737e-14,0.00000000e+00,0.00000000e+00
1.20500000e+00,8.89041595e-05,8.89041594e-05,1.38562118e-13,-4.94501035e-05,5.51764167e-06,-8.16160994e-06,-3.65412063e-07,-3.65289831e-05,-9.37447296e-04,-4.00945867e-13,-2.86389579e-12,-1.31698022e-04,-2.29423402e-13,-8.16160984e-06,-9.79323618e-14,0.00000000e+00,0.00000000e+00
1.20600000e+00,9.09346772e-05,9.09346770e-05,1.45012339e-13,-5.05810396e-05,5.58003914e-06,-8.34804083e-06,-3.73760104e-07,-3.73636039e-05,-9.58865547e-04,-4.19603395e-13,-2.99713542e-12,-1.34706955e-04,-2.40095363e-13,-8.34804072e-06,-1.02479840e-13,0.00000000e+00,0.00000000e+00
1.20700000e+00,9.30115869e-05,9.30115868e-05,1.51762580e-13,-5.17378147e-05,5.64314511e-06,-8.53876535e-06,-3.82298869e-07,-3.82172923e-05,-9.80773110e-04,-4.39128458e-13,-3.13656922e-12,-1.37784629e-04,-2.51263380e-13,-8.53876524e-06,-1.07238363e-13,0.00000000e+00,0.00000000e+00
1.20800000e+00,9.51359487e-05,9.51359485e-05,1.58826788e-13,-5.29210189e-05,5.70696762e-06,-8.73381153e-06,-3.91032681e-07,-3.90904842e-05,-1.00318116e-03,-4.59561364e-13,-3.28248496e-12,-1.40932615e-04,-2.62950497e-13,-8.73381142e-06,-1.12217722e-13,0.00000000e+00,0.00000000e+00
1.20900000e+00,9.73088464e-05,9.73088462e-05,1.66219554e-13,-5.41312562e-05,5.77151482e-06,-8.93334895e-06,-3.99966030e-07,-3.99836250e-05,-1.02610114e-03,-4.80944297e-13,-3.43518376e-12,-1.44152517e-04,-2.75180826e-13,-8.93334884e-06,-1.17428159e-13,0.00000000e+00,0.00000000e+00
1.21000000e+00,9.95313890e-05,9.95313888e-05,1.73956150e-13,-5.53691441e-05,5.83679494e-06,-9.13740855e-06,-4.09103438e-07,-4.08971704e-05,-1.04954474e-03,-5.03321398e-13,-3.59498074e-12,-1.47445979e-04,-2.87979599e-13,-9.13740843e-06,-1.22880394e-13,0.00000000e+00,0.00000000e+00
1.21100000e+00,1.01804711e-04,1.01804710e-04,1.82052554e-13,-5.66353143e-05,5.90281630e-06,-9.34616609e-06,-4.18449604e-07,-4.18315866e-05,-1.07352391e-03,-5.26738858e-13,-3.76220563e-12,-1.50814682e-04,-3.01373219e-13,-9.34616596e-06,-1.28585642e-13,0.00000000e+00,0.00000000e+00
1.21200000e+00,1.04129971e-04,1.04129971e-04,1.90525489e-13,-5.79304129e-05,5.96958732e-06,-9.55965561e-06,-4.28009260e-07,-4.27873503e-05,-1.09805090e-03,-5.51245012e-13,-3.93720348e-12,-1.54260344e-04,-3.15389315e-13,-9.55965547e-06,-1.34555639e-13,0.00000000e+00,0.00000000e+00
1.21300000e+00,1.06508358e-04,1.06508358e-04,1.99392452e-13,-5.92551008e-05,6.03711651e-06,-9.77805931e-06,-4.37787319e-07,-4.37649494e-05,-1.12313822e-03,-5.76890440e-13,-4.12033536e-12,-1.57784724e-04,-3.30056798e-13,-9.77805917e-06,-1.40802664e-13,0.00000000e+00,0.00000000e+00
1.21400000e+00,1.08941084e-04,1.08941083e-04,2.08671756e-13,-6.06100540e-05,6.10541248e-06,-1.00014145e-05,-4.47788734e-07,-4.47648824e-05,-1.14879867e-03,-6.03728070e-13,-4.31197908e-12,-1.61389619e-04,-3.45405921e-13,-1.00014144e-05,-1.47339566e-13,0.00000000e+00,0.00000000e+00
1.21500000e+00,1.11429390e-04,1.11429390e-04,2.18382562e-13,-6.19959639e-05,6.17448395e-06,-1.02299101e-05,-4.58018644e-07,-4.57876598e-05,-1.17504535e-03,-6.31813289e-13,-4.51253004e-12,-1.65076870e-04,-3.61468343e-13,-1.02299099e-05,-1.54179790e-13,0.00000000e+00,0.00000000e+00
1.21600000e+00,1.13974547e-04,1.13974547e-04,2.28544920e-13,-6.34135377e-05,6.24433971e-06,-1.04635868e-05,-4.68482231e-07,-4.68338033e-05,-1.20189164e-03,-6.61204054e-13,-4.72240193e-12,-1.68848356e-04,-3.78277191e-13,-1.04635867e-05,-1.61337403e-13,0.00000000e+00,0.00000000e+00
1.21700000e+00,1.16577853e-04,1.16577853e-04,2.39179815e-13,-6.48634988e-05,6.31498869e-06,-1.07026407e-05,-4.79184871e-07,-4.79038467e-05,-1.22935124e-03,-6.91961013e-13,-4.94202770e-12,-1.72706004e-04,-3.95867128e-13,-1.07026405e-05,-1.68827126e-13,0.00000000e+00,0.00000000e+00
1.21800000e+00,1.19240637e-04,1.19240637e-04,2.50309202e-13,-6.63465870e-05,6.38643988e-06,-1.09471159e-05,-4.90131987e-07,-4.89983361e-05,-1.25743816e-03,-7.24147631e-13,-5.17186037e-12,-1.76651780e-04,-4.14274430e-13,-1.09471158e-05,-1.76664362e-13,0.00000000e+00,0.00000000e+00
1.21900000e+00,1.21964258e-04,1.21964258e-04,2.61956059e-13,-6.78635593e-05,6.45870240e-06,-1.11972158e-05,-5.01329203e-07,-5.01178298e-05,-1.28616674e-03,-7.57830316e-13,-5.41237398e-12,-1.80687699e-04,-4.33537053e-13,-1.11972156e-05,-1.84865227e-13,0.00000000e+00,0.00000000e+00
1.22000000e+00,1.24750105e-04,1.24750105e-04,2.74144428e-13,-6.94151897e-05,6.53178546e-06,-1.14529886e-05,-5.12782192e-07,-5.12628992e-05,-1.31555163e-03,-7.93078564e-13,-5.66406460e-12,-1.84815819e-04,-4.53694716e-13,-1.14529884e-05,-1.93446584e-13,0.00000000e+00,0.00000000e+00
1.22100000e+00,1.27599600e-04,1.27599599e-04,2.86899471e-13,-7.10022699e-05,6.60569838e-06,-1.17146450e-05,-5.24496837e-07,-5.24341284e-05,-1.34560782e-03,-8.29965093e-13,-5.92745131e-12,-1.89038247e-04,-4.74788982e-13,-1.17146448e-05,-2.02426080e-13,0.00000000e+00,0.00000000e+00
1.22200000e+00,1.30514196e-04,1.30514196e-04,3.00247516e-13,-7.26256098e-05,6.68045058e-06,-1.19822374e-05,-5.36479074e-07,-5.36321150e-05,-1.37635066e-03,-8.68565998e-13,-6.20307729e-12,-1.93357137e-04,-4.96863342e-13,-1.19822372e-05,-2.11822177e-13,0.00000000e+00,0.00000000e+00
1.22300000e+00,1.33495383e-04,1.33495382e-04,3.14216113e-13,-7.42860378e-05,6.75605161e-06,-1.22559843e-05,-5.48735058e-07,-5.48574704e-05,-1.40779582e-03,-9.08960908e-13,-6.49151092e-12,-1.97774692e-04,-5.19963306e-13,-1.22559841e-05,-2.21654195e-13,0.00000000e+00,0.00000000e+00
1.22400000e+00,1.36544679e-04,1.36544679e-04,3.28834092e-13,-7.59844011e-05,6.83251109e-06,-1.25359424e-05,-5.61271001e-07,-5.61108197e-05,-1.43995935e-03,-9.51233147e-13,-6.79334698e-12,-2.02293167e-04,-5.44136497e-13,-1.25359422e-05,-2.31942349e-13,0.00000000e+00,0.00000000e+00
1.22500000e+00,1.39663642e-04,1.39663642e-04,3.44131623e-13,-7.77215665e-05,6.90983878e-06,-1.28223385e-05,-5.74093339e-07,-5.73928025e-05,-1.47285767e-03,-9.95469906e-13,-7.10920783e-12,-2.06914868e-04,-5.69432745e-13,-1.28223382e-05,-2.42707791e-13,0.00000000e+00,0.00000000e+00
1.22600000e+00,1.42853863e-04,1.42853863e-04,3.60140275e-13,-7.94984203e-05,6.98804454e-06,-1.31152338e-05,-5.87208573e-07,-5.87040729e-05,-1.50650755e-03,-1.04176243e-12,-7.43974475e-12,-2.11642152e-04,-5.95904196e-13,-1.31152335e-05,-2.53972653e-13,0.00000000e+00,0.00000000e+00
1.22700000e+00,1.46116970e-04,1.46116970e-04,3.76893083e-13,-8.13158692e-05,7.06713834e-06,-1.34148635e-05,-6.00623436e-07,-6.00452999e-05,-1.54092617e-03,-1.09020618e-12,-7.78563920e-12,-2.16477430e-04,-6.23605414e-13,-1.34148632e-05,-2.65760093e-13,0.00000000e+00,0.00000000e+00
1.22800000e+00,1.49454628e-04,1.49454628e-04,3.94424615e-13,-8.31748406e-05,7.14713026e-06,-1.37212938e-05,-6.14344730e-07,-6.14171678e-05,-1.57613108e-03,-1.14090107e-12,-8.14760431e-12,-2.21423171e-04,-6.52593495e-13,-1.37212935e-05,-2.78094344e-13,0.00000000e+00,0.00000000e+00
1.22900000e+00,1.52868541e-04,1.52868540e-04,4.12771047e-13,-8.50762831e-05,7.22803052e-06,-1.40347687e-05,-6.28379499e-07,-6.28203768e-05,-1.61214025e-03,-1.19395165e-12,-8.52638629e-12,-2.26481898e-04,-6.82928185e-13,-1.40347684e-05,-2.91000760e-13,0.00000000e+00,0.00000000e+00
1.23000000e+00,1.56360449e-04,1.56360448e-04,4.31970230e-13,-8.70211670e-05,7.30984941e-06,-1.43553594e-05,-6.42734858e-07,-6.42556426e-05,-1.64897206e-03,-1.24946730e-12,-8.92276596e-12,-2.31656192e-04,-7.14672002e-13,-1.43553591e-05,-3.04505871e-13,0.00000000e+00,0.00000000e+00
1.23100000e+00,1.59932135e-04,1.59932135e-04,4.52061776e-13,-8.90104847e-05,7.39259739e-06,-1.46833192e-05,-6.57418177e-07,-6.57236977e-05,-1.68664529e-03,-1.30756251e-12,-9.33756040e-12,-2.36948692e-04,-7.47890366e-13,-1.46833189e-05,-3.18637437e-13,0.00000000e+00,0.00000000e+00
1.23200000e+00,1.63585422e-04,1.63585422e-04,4.73087134e-13,-9.10452513e-05,7.47628499e-06,-1.50187247e-05,-6.72436902e-07,-6.72252910e-05,-1.72517916e-03,-1.36835705e-12,-9.77162461e-12,-2.42362099e-04,-7.82651731e-13,-1.50187243e-05,-3.33424504e-13,0.00000000e+00,0.00000000e+00
